frame_0	frame_1
crops/pi_b/20200811/090322	crops/pi_b/20200811/090326
crops/pi_b/20200807/082212	crops/pi_b/20200807/082217
crops/pi_c/20180927/132114	crops/pi_c/20180927/132125
crops/pi_a/20200802/094819	crops/pi_a/20200802/094830
crops/pi_c/20200801/100040	crops/pi_c/20200801/100050
crops/pi_c/20180927/083130	crops/pi_c/20180927/083141
crops/pi_b/20200807/090550	crops/pi_b/20200807/090545
crops/pi_b/20200811/083617	crops/pi_b/20200811/083613
crops/pi_b/20200807/112443	crops/pi_b/20200807/112447
crops/pi_b/20200802/101522	crops/pi_b/20200802/101511
crops/pi_b/20200802/095113	crops/pi_b/20200802/095124
crops/pi_b/20200807/113317	crops/pi_b/20200807/113323
crops/pi_b/20200807/081631	crops/pi_b/20200807/081636
crops/pi_b/20200802/100028	crops/pi_b/20200802/100017
crops/pi_b/20200806/095305	crops/pi_b/20200806/095309
crops/pi_b/20200807/085318	crops/pi_b/20200807/085314
crops/pi_b/20200811/122844	crops/pi_b/20200811/122839
crops/pi_b/20200807/081541	crops/pi_b/20200807/081546
crops/pi_a/20200802/094221	crops/pi_a/20200802/094232
crops/pi_b/20200807/094408	crops/pi_b/20200807/094404
crops/pi_b/20200811/080329	crops/pi_b/20200811/080324
crops/pi_a/20200802/093445	crops/pi_a/20200802/093456
crops/pi_a/20200802/095251	crops/pi_a/20200802/095302
crops/pi_b/20200811/083500	crops/pi_b/20200811/083505
crops/pi_a/20200802/103646	crops/pi_a/20200802/103657
crops/pi_a/20200802/100331	crops/pi_a/20200802/100320
crops/pi_b/20200811/090215	crops/pi_b/20200811/090211
crops/pi_b/20200811/080256	crops/pi_b/20200811/080250
crops/pi_a/20200802/103204	crops/pi_a/20200802/103215
crops/pi_b/20200811/075401	crops/pi_b/20200811/075407
crops/pi_b/20200807/112725	crops/pi_b/20200807/112730
crops/pi_c/20200801/094510	crops/pi_c/20200801/094500
crops/pi_b/20200807/082626	crops/pi_b/20200807/082620
crops/pi_a/20200802/105627	crops/pi_a/20200802/105616
crops/pi_b/20200807/080353	crops/pi_b/20200807/080358
crops/pi_b/20200811/074734	crops/pi_b/20200811/074740
crops/pi_b/20200811/122729	crops/pi_b/20200811/122734
crops/pi_c/20200801/100430	crops/pi_c/20200801/100440
crops/pi_c/20200801/093150	crops/pi_c/20200801/093140
crops/pi_b/20200811/124011	crops/pi_b/20200811/124007
crops/pi_a/20200802/093749	crops/pi_a/20200802/093738
crops/pi_a/20200802/104233	crops/pi_a/20200802/104222
crops/pi_b/20200807/090619	crops/pi_b/20200807/090623
crops/pi_b/20200811/113503	crops/pi_b/20200811/113458
crops/pi_b/20200807/080248	crops/pi_b/20200807/080253
crops/pi_b/20200807/085802	crops/pi_b/20200807/085758
crops/pi_b/20200807/075823	crops/pi_b/20200807/075819
crops/pi_b/20200806/102159	crops/pi_b/20200806/102203
crops/pi_b/20200811/103815	crops/pi_b/20200811/103821
crops/pi_b/20200811/074759	crops/pi_b/20200811/074755
crops/pi_a/20200802/103508	crops/pi_a/20200802/103519
crops/pi_a/20200802/092047	crops/pi_a/20200802/092058
crops/pi_b/20200811/075250	crops/pi_b/20200811/075244
crops/pi_a/20200802/094232	crops/pi_a/20200802/094242
crops/pi_b/20200807/085222	crops/pi_b/20200807/085227
crops/pi_b/20200801/093439	crops/pi_b/20200801/093449
crops/pi_c/20200801/092640	crops/pi_c/20200801/092630
crops/pi_b/20200811/074910	crops/pi_b/20200811/074915
crops/pi_a/20200802/110014	crops/pi_a/20200802/110025
crops/pi_b/20200802/091031	crops/pi_b/20200802/091020
crops/pi_b/20200801/094309	crops/pi_b/20200801/094258
crops/pi_c/20200801/093210	crops/pi_c/20200801/093200
crops/pi_b/20200811/082341	crops/pi_b/20200811/082347
crops/pi_b/20200811/075621	crops/pi_b/20200811/075616
crops/pi_c/20180927/171002	crops/pi_c/20180927/171013
crops/pi_b/20200806/101439	crops/pi_b/20200806/101444
crops/pi_b/20200802/081929	crops/pi_b/20200802/081940
crops/pi_b/20200807/090608	crops/pi_b/20200807/090614
crops/pi_b/20200811/081228	crops/pi_b/20200811/081234
crops/pi_b/20200811/122317	crops/pi_b/20200811/122313
crops/pi_b/20200807/082304	crops/pi_b/20200807/082307
crops/pi_b/20200807/091829	crops/pi_b/20200807/091833
crops/pi_b/20200811/080334	crops/pi_b/20200811/080339
crops/pi_b/20200807/094114	crops/pi_b/20200807/094109
crops/pi_a/20200802/104055	crops/pi_a/20200802/104106
crops/pi_b/20200802/100617	crops/pi_b/20200802/100628
crops/pi_b/20200802/093957	crops/pi_b/20200802/094008
crops/pi_b/20200802/101805	crops/pi_b/20200802/101754
crops/pi_b/20200811/081621	crops/pi_b/20200811/081626
crops/pi_b/20200807/102808	crops/pi_b/20200807/102813
crops/pi_c/20200801/093010	crops/pi_c/20200801/093000
crops/pi_b/20200807/080020	crops/pi_b/20200807/080015
crops/pi_b/20200802/085726	crops/pi_b/20200802/085716
crops/pi_b/20200807/085512	crops/pi_b/20200807/085515
crops/pi_a/20200802/094514	crops/pi_a/20200802/094525
crops/pi_a/20200802/095418	crops/pi_a/20200802/095407
crops/pi_b/20200807/075653	crops/pi_b/20200807/075649
crops/pi_b/20200802/095451	crops/pi_b/20200802/095501
crops/pi_b/20200802/083633	crops/pi_b/20200802/083644
crops/pi_a/20200802/091205	crops/pi_a/20200802/091216
crops/pi_b/20200811/075420	crops/pi_b/20200811/075424
crops/pi_b/20200807/082517	crops/pi_b/20200807/082513
crops/pi_b/20200802/091115	crops/pi_b/20200802/091126
crops/pi_b/20200802/084000	crops/pi_b/20200802/084011
crops/pi_c/20200801/101520	crops/pi_c/20200801/101530
crops/pi_b/20200807/112957	crops/pi_b/20200807/112951
crops/pi_b/20200811/081336	crops/pi_b/20200811/081341
crops/pi_c/20200801/095930	crops/pi_c/20200801/095920
crops/pi_a/20200802/091804	crops/pi_a/20200802/091753
crops/pi_a/20200802/094148	crops/pi_a/20200802/094137
crops/pi_b/20200802/100334	crops/pi_b/20200802/100323
crops/pi_b/20200811/082825	crops/pi_b/20200811/082820
crops/pi_b/20200811/083042	crops/pi_b/20200811/083037
crops/pi_b/20200802/092830	crops/pi_b/20200802/092841
crops/pi_b/20200806/102547	crops/pi_b/20200806/102542
crops/pi_b/20200802/090653	crops/pi_b/20200802/090704
crops/pi_a/20200802/100331	crops/pi_a/20200802/100342
crops/pi_b/20200807/114824	crops/pi_b/20200807/114829
crops/pi_b/20200811/083649	crops/pi_b/20200811/083654
crops/pi_b/20200807/113347	crops/pi_b/20200807/113351
crops/pi_b/20200801/094331	crops/pi_b/20200801/094320
crops/pi_c/20200801/092920	crops/pi_c/20200801/092910
crops/pi_b/20200802/101711	crops/pi_b/20200802/101700
crops/pi_b/20200807/111920	crops/pi_b/20200807/111916
crops/pi_b/20200811/082755	crops/pi_b/20200811/082800
crops/pi_b/20200811/092859	crops/pi_b/20200811/092854
crops/pi_b/20200806/082609	crops/pi_b/20200806/082614
crops/pi_b/20200807/112530	crops/pi_b/20200807/112535
crops/pi_b/20200811/081948	crops/pi_b/20200811/081943
crops/pi_b/20200811/112006	crops/pi_b/20200811/112010
crops/pi_b/20200807/075620	crops/pi_b/20200807/075614
crops/pi_a/20200802/103247	crops/pi_a/20200802/103236
crops/pi_b/20200811/090920	crops/pi_b/20200811/090926
crops/pi_a/20200802/095313	crops/pi_a/20200802/095302
crops/pi_b/20200807/091903	crops/pi_b/20200807/091907
crops/pi_b/20200811/080806	crops/pi_b/20200811/080811
crops/pi_b/20200802/095345	crops/pi_b/20200802/095334
crops/pi_c/20180927/163955	crops/pi_c/20180927/164006
crops/pi_b/20200811/075641	crops/pi_b/20200811/075646
crops/pi_b/20200811/075159	crops/pi_b/20200811/075203
crops/pi_b/20200802/101859	crops/pi_b/20200802/101910
crops/pi_b/20200802/095556	crops/pi_b/20200802/095607
crops/pi_c/20200801/095540	crops/pi_c/20200801/095530
crops/pi_b/20200807/081900	crops/pi_b/20200807/081904
crops/pi_a/20200802/093151	crops/pi_a/20200802/093202
crops/pi_c/20180927/083036	crops/pi_c/20180927/083047
crops/pi_b/20200807/111421	crops/pi_b/20200807/111426
crops/pi_b/20200807/112623	crops/pi_b/20200807/112618
crops/pi_b/20200807/112735	crops/pi_b/20200807/112730
crops/pi_b/20200807/112259	crops/pi_b/20200807/112305
crops/pi_b/20200811/083052	crops/pi_b/20200811/083056
crops/pi_b/20200802/094607	crops/pi_b/20200802/094618
crops/pi_b/20200811/090215	crops/pi_b/20200811/090220
crops/pi_b/20200811/085338	crops/pi_b/20200811/085334
crops/pi_b/20200807/111626	crops/pi_b/20200807/111620
crops/pi_a/20200802/104211	crops/pi_a/20200802/104222
crops/pi_b/20200807/091923	crops/pi_b/20200807/091929
crops/pi_b/20200807/111222	crops/pi_b/20200807/111228
crops/pi_a/20200802/093024	crops/pi_a/20200802/093013
crops/pi_b/20200807/113048	crops/pi_b/20200807/113043
crops/pi_b/20200801/104444	crops/pi_b/20200801/104434
crops/pi_b/20200802/090421	crops/pi_b/20200802/090432
crops/pi_b/20200811/121039	crops/pi_b/20200811/121044
crops/pi_b/20200811/123136	crops/pi_b/20200811/123140
crops/pi_b/20200802/094557	crops/pi_b/20200802/094607
crops/pi_b/20200807/081213	crops/pi_b/20200807/081208
crops/pi_b/20200811/081734	crops/pi_b/20200811/081729
crops/pi_b/20200806/102346	crops/pi_b/20200806/102340
crops/pi_b/20200807/111537	crops/pi_b/20200807/111541
crops/pi_c/20200729/121220	crops/pi_c/20200729/121230
crops/pi_b/20200807/111232	crops/pi_b/20200807/111228
crops/pi_a/20200802/100027	crops/pi_a/20200802/100038
crops/pi_b/20200811/085330	crops/pi_b/20200811/085334
crops/pi_b/20200802/093041	crops/pi_b/20200802/093052
crops/pi_b/20200807/090602	crops/pi_b/20200807/090558
crops/pi_b/20200807/111910	crops/pi_b/20200807/111916
crops/pi_b/20200802/102015	crops/pi_b/20200802/102026
crops/pi_b/20200802/094724	crops/pi_b/20200802/094713
crops/pi_b/20200811/075255	crops/pi_b/20200811/075250
crops/pi_b/20200807/081909	crops/pi_b/20200807/081914
crops/pi_b/20200807/112153	crops/pi_b/20200807/112158
crops/pi_b/20200807/112638	crops/pi_b/20200807/112643
crops/pi_b/20200811/080821	crops/pi_b/20200811/080816
crops/pi_b/20200802/095451	crops/pi_b/20200802/095440
crops/pi_a/20200802/095722	crops/pi_a/20200802/095733
crops/pi_b/20200811/083440	crops/pi_b/20200811/083445
crops/pi_b/20200807/111720	crops/pi_b/20200807/111724
crops/pi_b/20200807/113218	crops/pi_b/20200807/113223
crops/pi_b/20200807/114608	crops/pi_b/20200807/114613
crops/pi_a/20200802/094609	crops/pi_a/20200802/094620
crops/pi_b/20200806/102207	crops/pi_b/20200806/102203
crops/pi_b/20200811/081606	crops/pi_b/20200811/081612
crops/pi_b/20200802/095512	crops/pi_b/20200802/095523
crops/pi_b/20200807/090614	crops/pi_b/20200807/090619
crops/pi_b/20200811/082840	crops/pi_b/20200811/082845
crops/pi_b/20200802/102142	crops/pi_b/20200802/102153
crops/pi_b/20200802/093052	crops/pi_b/20200802/093103
crops/pi_a/20200802/095650	crops/pi_a/20200802/095701
crops/pi_b/20200811/083555	crops/pi_b/20200811/083559
crops/pi_b/20200802/100439	crops/pi_b/20200802/100450
crops/pi_b/20200806/095553	crops/pi_b/20200806/095548
crops/pi_b/20200802/094157	crops/pi_b/20200802/094146
crops/pi_b/20200802/101649	crops/pi_b/20200802/101700
crops/pi_b/20200802/081846	crops/pi_b/20200802/081835
crops/pi_b/20200806/095242	crops/pi_b/20200806/095247
crops/pi_b/20200806/081943	crops/pi_b/20200806/081948
crops/pi_b/20200801/094309	crops/pi_b/20200801/094320
crops/pi_b/20200811/080921	crops/pi_b/20200811/080916
crops/pi_b/20200807/082056	crops/pi_b/20200807/082051
crops/pi_c/20200801/095950	crops/pi_c/20200801/095940
crops/pi_b/20200806/115153	crops/pi_b/20200806/115156
crops/pi_b/20200811/090612	crops/pi_b/20200811/090616
crops/pi_b/20200811/090123	crops/pi_b/20200811/090128
crops/pi_b/20200811/122139	crops/pi_b/20200811/122144
crops/pi_b/20200807/082609	crops/pi_b/20200807/082615
crops/pi_b/20200811/122044	crops/pi_b/20200811/122048
crops/pi_b/20200807/080301	crops/pi_b/20200807/080307
crops/pi_b/20200802/090221	crops/pi_b/20200802/090210
crops/pi_b/20200807/100305	crops/pi_b/20200807/100301
crops/pi_a/20200802/094536	crops/pi_a/20200802/094547
crops/pi_a/20200802/102450	crops/pi_a/20200802/102439
crops/pi_b/20200807/105912	crops/pi_b/20200807/105918
crops/pi_b/20200811/083747	crops/pi_b/20200811/083751
crops/pi_a/20200802/094830	crops/pi_a/20200802/094841
crops/pi_b/20200807/112623	crops/pi_b/20200807/112628
crops/pi_b/20200806/104918	crops/pi_b/20200806/104922
crops/pi_b/20200807/082600	crops/pi_b/20200807/082605
crops/pi_b/20200811/122153	crops/pi_b/20200811/122148
crops/pi_b/20200802/100544	crops/pi_b/20200802/100555
crops/pi_b/20200807/113943	crops/pi_b/20200807/113938
crops/pi_b/20200807/081940	crops/pi_b/20200807/081945
crops/pi_b/20200811/124101	crops/pi_b/20200811/124106
crops/pi_c/20200801/093250	crops/pi_c/20200801/093240
crops/pi_b/20200811/122908	crops/pi_b/20200811/122913
crops/pi_c/20200801/093050	crops/pi_c/20200801/093040
crops/pi_a/20200802/093706	crops/pi_a/20200802/093655
crops/pi_b/20200811/104742	crops/pi_b/20200811/104736
crops/pi_b/20200806/114419	crops/pi_b/20200806/114423
crops/pi_b/20200806/095254	crops/pi_b/20200806/095300
crops/pi_a/20200802/100248	crops/pi_a/20200802/100259
crops/pi_b/20200807/075502	crops/pi_b/20200807/075456
crops/pi_b/20200811/123707	crops/pi_b/20200811/123712
crops/pi_b/20200806/085729	crops/pi_b/20200806/085723
crops/pi_b/20200811/074601	crops/pi_b/20200811/074556
crops/pi_c/20200801/101230	crops/pi_c/20200801/101240
crops/pi_c/20180927/164813	crops/pi_c/20180927/164824
crops/pi_b/20200811/103440	crops/pi_b/20200811/103445
crops/pi_b/20200811/123042	crops/pi_b/20200811/123037
crops/pi_b/20200807/114452	crops/pi_b/20200807/114446
crops/pi_a/20200802/094054	crops/pi_a/20200802/094043
crops/pi_b/20200802/085654	crops/pi_b/20200802/085705
crops/pi_c/20200801/101400	crops/pi_c/20200801/101410
crops/pi_b/20200811/121852	crops/pi_b/20200811/121857
crops/pi_b/20200802/093535	crops/pi_b/20200802/093524
crops/pi_b/20200802/082750	crops/pi_b/20200802/082739
crops/pi_b/20200802/094902	crops/pi_b/20200802/094851
crops/pi_a/20200802/092436	crops/pi_a/20200802/092425
crops/pi_b/20200807/085205	crops/pi_b/20200807/085201
crops/pi_b/20200807/112429	crops/pi_b/20200807/112433
crops/pi_a/20200802/100320	crops/pi_a/20200802/100309
crops/pi_a/20200802/104001	crops/pi_a/20200802/104012
crops/pi_b/20200807/085329	crops/pi_b/20200807/085335
crops/pi_b/20200811/092915	crops/pi_b/20200811/092919
crops/pi_a/20200802/101758	crops/pi_a/20200802/101809
crops/pi_b/20200807/111551	crops/pi_b/20200807/111556
crops/pi_b/20200802/090359	crops/pi_b/20200802/090348
crops/pi_b/20200811/074546	crops/pi_b/20200811/074551
crops/pi_a/20200802/102429	crops/pi_a/20200802/102439
crops/pi_b/20200807/094441	crops/pi_b/20200807/094446
crops/pi_b/20200802/082339	crops/pi_b/20200802/082350
crops/pi_b/20200811/110457	crops/pi_b/20200811/110502
crops/pi_b/20200811/121814	crops/pi_b/20200811/121819
crops/pi_b/20200811/084925	crops/pi_b/20200811/084921
crops/pi_b/20200811/082453	crops/pi_b/20200811/082449
crops/pi_b/20200801/093102	crops/pi_b/20200801/093051
crops/pi_b/20200807/081254	crops/pi_b/20200807/081249
crops/pi_a/20200802/101610	crops/pi_a/20200802/101559
crops/pi_b/20200807/114938	crops/pi_b/20200807/114933
crops/pi_b/20200802/093946	crops/pi_b/20200802/093957
crops/pi_a/20200802/094010	crops/pi_a/20200802/093959
crops/pi_a/20200802/092657	crops/pi_a/20200802/092646
crops/pi_b/20200811/074915	crops/pi_b/20200811/074921
crops/pi_b/20200811/081111	crops/pi_b/20200811/081115
crops/pi_b/20200811/113511	crops/pi_b/20200811/113517
crops/pi_a/20200802/100740	crops/pi_a/20200802/100751
crops/pi_a/20200802/104537	crops/pi_a/20200802/104548
crops/pi_b/20200807/111416	crops/pi_b/20200807/111421
crops/pi_b/20200811/090128	crops/pi_b/20200811/090132
crops/pi_a/20200802/094348	crops/pi_a/20200802/094358
crops/pi_b/20200807/112213	crops/pi_b/20200807/112207
crops/pi_b/20200807/112716	crops/pi_b/20200807/112712
crops/pi_b/20200802/095240	crops/pi_b/20200802/095251
crops/pi_c/20200801/093220	crops/pi_c/20200801/093210
crops/pi_b/20200802/095051	crops/pi_b/20200802/095102
crops/pi_b/20200802/082706	crops/pi_b/20200802/082655
crops/pi_b/20200806/082703	crops/pi_b/20200806/082708
crops/pi_b/20200811/084855	crops/pi_b/20200811/084851
crops/pi_b/20200811/103454	crops/pi_b/20200811/103449
crops/pi_c/20200801/094420	crops/pi_c/20200801/094410
crops/pi_a/20200802/093256	crops/pi_a/20200802/093245
crops/pi_b/20200811/094628	crops/pi_b/20200811/094633
crops/pi_b/20200807/111724	crops/pi_b/20200807/111730
crops/pi_c/20180927/082114	crops/pi_c/20180927/082125
crops/pi_a/20200802/095838	crops/pi_a/20200802/095849
crops/pi_b/20200811/084736	crops/pi_b/20200811/084741
crops/pi_b/20200807/094956	crops/pi_b/20200807/095000
crops/pi_b/20200807/111206	crops/pi_b/20200807/111200
crops/pi_b/20200811/082910	crops/pi_b/20200811/082914
crops/pi_b/20200811/083751	crops/pi_b/20200811/083757
crops/pi_b/20200802/095407	crops/pi_b/20200802/095356
crops/pi_b/20200807/112807	crops/pi_b/20200807/112803
crops/pi_b/20200802/100039	crops/pi_b/20200802/100028
crops/pi_b/20200811/082248	crops/pi_b/20200811/082254
crops/pi_b/20200807/080108	crops/pi_b/20200807/080114
crops/pi_b/20200811/124011	crops/pi_b/20200811/124017
crops/pi_a/20200802/095744	crops/pi_a/20200802/095755
crops/pi_b/20200807/112049	crops/pi_b/20200807/112044
crops/pi_b/20200811/122514	crops/pi_b/20200811/122509
crops/pi_b/20200802/092514	crops/pi_b/20200802/092525
crops/pi_a/20200802/093423	crops/pi_a/20200802/093434
crops/pi_a/20200802/093800	crops/pi_a/20200802/093811
crops/pi_b/20200811/092933	crops/pi_b/20200811/092937
crops/pi_a/20200802/100530	crops/pi_a/20200802/100541
crops/pi_b/20200807/112221	crops/pi_b/20200807/112225
crops/pi_b/20200807/090506	crops/pi_b/20200807/090500
crops/pi_b/20200806/101742	crops/pi_b/20200806/101747
crops/pi_a/20200802/094442	crops/pi_a/20200802/094453
crops/pi_b/20200811/090453	crops/pi_b/20200811/090448
crops/pi_b/20200811/082038	crops/pi_b/20200811/082034
crops/pi_b/20200802/093652	crops/pi_b/20200802/093703
crops/pi_b/20200807/081213	crops/pi_b/20200807/081218
crops/pi_a/20200802/092908	crops/pi_a/20200802/092919
crops/pi_b/20200806/102129	crops/pi_b/20200806/102124
crops/pi_b/20200807/105502	crops/pi_b/20200807/105458
crops/pi_b/20200811/082419	crops/pi_b/20200811/082414
crops/pi_b/20200802/095418	crops/pi_b/20200802/095407
crops/pi_b/20200811/122120	crops/pi_b/20200811/122125
crops/pi_b/20200807/081806	crops/pi_b/20200807/081810
crops/pi_b/20200811/122337	crops/pi_b/20200811/122342
crops/pi_b/20200802/095302	crops/pi_b/20200802/095312
crops/pi_b/20200811/082851	crops/pi_b/20200811/082856
crops/pi_a/20200802/101454	crops/pi_a/20200802/101505
crops/pi_b/20200807/080037	crops/pi_b/20200807/080033
crops/pi_b/20200807/112748	crops/pi_b/20200807/112744
crops/pi_b/20200811/094539	crops/pi_b/20200811/094544
crops/pi_b/20200802/100323	crops/pi_b/20200802/100312
crops/pi_b/20200807/085151	crops/pi_b/20200807/085147
crops/pi_b/20200811/075536	crops/pi_b/20200811/075540
crops/pi_b/20200811/104546	crops/pi_b/20200811/104550
crops/pi_b/20200802/100406	crops/pi_b/20200802/100417
crops/pi_b/20200807/113120	crops/pi_b/20200807/113125
crops/pi_a/20200802/102157	crops/pi_a/20200802/102208
crops/pi_a/20200802/094924	crops/pi_a/20200802/094913
crops/pi_b/20200807/112554	crops/pi_b/20200807/112558
crops/pi_b/20200807/112716	crops/pi_b/20200807/112721
crops/pi_b/20200807/113312	crops/pi_b/20200807/113317
crops/pi_b/20200807/094019	crops/pi_b/20200807/094023
crops/pi_c/20180927/164343	crops/pi_c/20180927/164353
crops/pi_b/20200802/084632	crops/pi_b/20200802/084643
crops/pi_a/20200802/103552	crops/pi_a/20200802/103603
crops/pi_b/20200811/082805	crops/pi_b/20200811/082809
crops/pi_b/20200806/113752	crops/pi_b/20200806/113756
crops/pi_b/20200807/091205	crops/pi_b/20200807/091209
crops/pi_b/20200802/095207	crops/pi_b/20200802/095218
crops/pi_b/20200811/081907	crops/pi_b/20200811/081902
crops/pi_a/20200802/101841	crops/pi_a/20200802/101852
crops/pi_a/20200802/105627	crops/pi_a/20200802/105638
crops/pi_a/20200802/104033	crops/pi_a/20200802/104023
crops/pi_b/20200807/111616	crops/pi_b/20200807/111620
crops/pi_b/20200811/083336	crops/pi_b/20200811/083341
crops/pi_b/20200811/074551	crops/pi_b/20200811/074556
crops/pi_a/20200802/095512	crops/pi_a/20200802/095502
crops/pi_a/20200802/101831	crops/pi_a/20200802/101841
crops/pi_b/20200802/095145	crops/pi_b/20200802/095156
crops/pi_b/20200807/081650	crops/pi_b/20200807/081654
crops/pi_a/20200802/093307	crops/pi_a/20200802/093256
crops/pi_c/20200729/105120	crops/pi_c/20200729/105130
crops/pi_b/20200802/092903	crops/pi_b/20200802/092914
crops/pi_a/20200802/093517	crops/pi_a/20200802/093506
crops/pi_b/20200811/092928	crops/pi_b/20200811/092923
crops/pi_a/20200802/095744	crops/pi_a/20200802/095733
crops/pi_b/20200811/122401	crops/pi_b/20200811/122357
crops/pi_b/20200811/122540	crops/pi_b/20200811/122534
crops/pi_b/20200802/083749	crops/pi_b/20200802/083800
crops/pi_b/20200807/113029	crops/pi_b/20200807/113034
crops/pi_a/20200802/104548	crops/pi_a/20200802/104559
crops/pi_b/20200807/085318	crops/pi_b/20200807/085324
crops/pi_b/20200801/095508	crops/pi_b/20200801/095458
crops/pi_b/20200802/094640	crops/pi_b/20200802/094651
crops/pi_b/20200811/080934	crops/pi_b/20200811/080929
crops/pi_b/20200802/081940	crops/pi_b/20200802/081951
crops/pi_b/20200802/091009	crops/pi_b/20200802/091020
crops/pi_b/20200806/111313	crops/pi_b/20200806/111309
crops/pi_b/20200807/113153	crops/pi_b/20200807/113148
crops/pi_b/20200811/090031	crops/pi_b/20200811/090036
crops/pi_b/20200807/091154	crops/pi_b/20200807/091159
crops/pi_a/20200802/091815	crops/pi_a/20200802/091804
crops/pi_b/20200811/084751	crops/pi_b/20200811/084757
crops/pi_b/20200802/100334	crops/pi_b/20200802/100345
crops/pi_a/20200802/092657	crops/pi_a/20200802/092708
crops/pi_c/20200801/100500	crops/pi_c/20200801/100450
crops/pi_b/20200802/091725	crops/pi_b/20200802/091736
crops/pi_b/20200807/081609	crops/pi_b/20200807/081605
crops/pi_b/20200802/094924	crops/pi_b/20200802/094913
crops/pi_b/20200811/074827	crops/pi_b/20200811/074822
crops/pi_b/20200802/095807	crops/pi_b/20200802/095756
crops/pi_b/20200802/082728	crops/pi_b/20200802/082717
crops/pi_a/20200802/100153	crops/pi_a/20200802/100204
crops/pi_b/20200806/102405	crops/pi_b/20200806/102401
crops/pi_c/20200801/094400	crops/pi_c/20200801/094410
crops/pi_a/20200802/104903	crops/pi_a/20200802/104914
crops/pi_b/20200802/092358	crops/pi_b/20200802/092347
crops/pi_b/20200811/074601	crops/pi_b/20200811/074622
crops/pi_b/20200811/085554	crops/pi_b/20200811/085559
crops/pi_b/20200802/102037	crops/pi_b/20200802/102048
crops/pi_b/20200807/085515	crops/pi_b/20200807/085520
crops/pi_b/20200802/092020	crops/pi_b/20200802/092031
crops/pi_b/20200807/081851	crops/pi_b/20200807/081846
crops/pi_b/20200802/094418	crops/pi_b/20200802/094408
crops/pi_b/20200806/082450	crops/pi_b/20200806/082456
crops/pi_b/20200807/113332	crops/pi_b/20200807/113328
crops/pi_a/20200802/103341	crops/pi_a/20200802/103331
crops/pi_b/20200807/080244	crops/pi_b/20200807/080248
crops/pi_b/20200807/112447	crops/pi_b/20200807/112451
crops/pi_b/20200811/075239	crops/pi_b/20200811/075244
crops/pi_a/20200802/092026	crops/pi_a/20200802/092037
crops/pi_c/20200801/095510	crops/pi_c/20200801/095520
crops/pi_b/20200811/075428	crops/pi_b/20200811/075424
crops/pi_b/20200802/083927	crops/pi_b/20200802/083938
crops/pi_b/20200811/075509	crops/pi_b/20200811/075505
crops/pi_b/20200806/101454	crops/pi_b/20200806/101459
crops/pi_b/20200802/082234	crops/pi_b/20200802/082245
crops/pi_a/20200802/102302	crops/pi_a/20200802/102251
crops/pi_b/20200807/081752	crops/pi_b/20200807/081756
crops/pi_b/20200806/111319	crops/pi_b/20200806/111324
crops/pi_b/20200802/082928	crops/pi_b/20200802/082939
crops/pi_b/20200807/082710	crops/pi_b/20200807/082705
crops/pi_b/20200802/095818	crops/pi_b/20200802/095829
crops/pi_b/20200807/113019	crops/pi_b/20200807/113024
crops/pi_a/20200802/095051	crops/pi_a/20200802/095102
crops/pi_b/20200807/112334	crops/pi_b/20200807/112330
crops/pi_a/20200802/103802	crops/pi_a/20200802/103813
crops/pi_a/20200802/104211	crops/pi_a/20200802/104200
crops/pi_b/20200811/075732	crops/pi_b/20200811/075738
crops/pi_b/20200807/112153	crops/pi_b/20200807/112148
crops/pi_b/20200807/114902	crops/pi_b/20200807/114857
crops/pi_b/20200802/083200	crops/pi_b/20200802/083150
crops/pi_b/20200811/092915	crops/pi_b/20200811/092910
crops/pi_b/20200806/081957	crops/pi_b/20200806/081952
crops/pi_b/20200802/095534	crops/pi_b/20200802/095523
crops/pi_b/20200811/111951	crops/pi_b/20200811/111956
crops/pi_b/20200802/091253	crops/pi_b/20200802/091242
crops/pi_a/20200802/094159	crops/pi_a/20200802/094210
crops/pi_b/20200802/093535	crops/pi_b/20200802/093546
crops/pi_a/20200802/093833	crops/pi_a/20200802/093822
crops/pi_b/20200807/111811	crops/pi_b/20200807/111816
crops/pi_b/20200802/092103	crops/pi_b/20200802/092053
crops/pi_a/20200802/103635	crops/pi_a/20200802/103646
crops/pi_b/20200806/082635	crops/pi_b/20200806/082640
crops/pi_b/20200807/100243	crops/pi_b/20200807/100248
crops/pi_b/20200807/085227	crops/pi_b/20200807/085232
crops/pi_a/20200802/095838	crops/pi_a/20200802/095827
crops/pi_b/20200806/082022	crops/pi_b/20200806/082026
crops/pi_a/20200802/095512	crops/pi_a/20200802/095523
crops/pi_b/20200807/114438	crops/pi_b/20200807/114434
crops/pi_b/20200802/091031	crops/pi_b/20200802/091042
crops/pi_c/20200801/093220	crops/pi_c/20200801/093230
crops/pi_b/20200811/084402	crops/pi_b/20200811/084406
crops/pi_c/20200801/092520	crops/pi_c/20200801/092530
crops/pi_b/20200807/082641	crops/pi_b/20200807/082644
crops/pi_a/20200802/093401	crops/pi_a/20200802/093351
crops/pi_b/20200807/080149	crops/pi_b/20200807/080155
crops/pi_b/20200811/082814	crops/pi_b/20200811/082820
crops/pi_b/20200811/084810	crops/pi_b/20200811/084815
crops/pi_b/20200802/093241	crops/pi_b/20200802/093252
crops/pi_b/20200811/102309	crops/pi_b/20200811/102314
